"BOROUGH","NEIGHBORHOOD","TYPE OF HOME","NUMBER OF SALES","LOWEST SALE PRICE","AVERAGE SALE PRICE","MEDIAN SALE PRICE","HIGHEST SALE PRICE","YEAR"
"QUEENS","LONG ISLAND CITY","02 TWO FAMILY HOMES","24","$715,000","$1,430,584","$1,275,000","$3,000,000","2016"
"QUEENS","LONG ISLAND CITY","01 ONE FAMILY HOMES","6","$600,000","$903,833","$810,000","$1,500,000","2016"
"QUEENS","LITTLE NECK","03 THREE FAMILY HOMES","3","$939,999","$1,065,000","$950,000","$1,305,000","2016"
"QUEENS","LITTLE NECK","02 TWO FAMILY HOMES","13","$780,000","$1,108,048","$1,020,000","$1,800,000","2016"
"QUEENS","LITTLE NECK","01 ONE FAMILY HOMES","91","$280,000","$851,067","$817,550","$2,250,000","2016"
"QUEENS","LAURELTON","03 THREE FAMILY HOMES","1","$635,000","$635,000","$635,000","$635,000","2016"
"QUEENS","LAURELTON","02 TWO FAMILY HOMES","47","$200,000","$474,445","$490,000","$825,000","2016"
"QUEENS","LAURELTON","01 ONE FAMILY HOMES","154","$200,000","$398,706","$415,000","$653,000","2016"
"QUEENS","KEW GARDENS","03 THREE FAMILY HOMES","6","$460,000","$906,667","$915,000","$1,260,000","2016"
"QUEENS","KEW GARDENS","02 TWO FAMILY HOMES","10","$375,000","$683,050","$635,250","$1,620,000","2016"
"QUEENS","KEW GARDENS","01 ONE FAMILY HOMES","33","$272,666","$836,740","$730,000","$1,795,000","2016"
"QUEENS","JAMAICA HILLS","03 THREE FAMILY HOMES","7","$389,850","$827,121","$940,000","$1,130,000","2016"
"QUEENS","JAMAICA HILLS","02 TWO FAMILY HOMES","19","$200,000","$665,867","$660,726","$955,000","2016"
"QUEENS","JAMAICA HILLS","01 ONE FAMILY HOMES","24","$250,000","$664,445","$662,500","$1,098,691","2016"
"QUEENS","JAMAICA ESTATES","03 THREE FAMILY HOMES","1","$1,115,000","$1,115,000","$1,115,000","$1,115,000","2016"
"QUEENS","JAMAICA ESTATES","02 TWO FAMILY HOMES","3","$700,000","$875,833","$960,000","$967,500","2016"
"QUEENS","JAMAICA ESTATES","01 ONE FAMILY HOMES","63","$304,000","$1,074,479","$1,045,500","$2,000,000","2016"
"QUEENS","JAMAICA BAY","02 TWO FAMILY HOMES","3","$414,423","$469,808","$485,000","$510,000","2016"
"QUEENS","JAMAICA BAY","01 ONE FAMILY HOMES","6","$258,000","$371,917","$358,000","$462,000","2016"
"QUEENS","JAMAICA","03 THREE FAMILY HOMES","10","$280,000","$763,900","$812,500","$990,000","2016"
"QUEENS","JAMAICA","02 TWO FAMILY HOMES","44","$225,000","$674,130","$655,000","$1,400,000","2016"
"QUEENS","JAMAICA","01 ONE FAMILY HOMES","29","$200,000","$513,912","$470,000","$1,935,000","2016"
"QUEENS","JACKSON HEIGHTS","03 THREE FAMILY HOMES","32","$386,596","$999,833","$980,000","$1,475,000","2016"
"QUEENS","JACKSON HEIGHTS","02 TWO FAMILY HOMES","89","$200,000","$735,635","$770,000","$1,350,000","2016"
"QUEENS","JACKSON HEIGHTS","01 ONE FAMILY HOMES","70","$250,000","$702,612","$662,500","$1,510,000","2016"
"QUEENS","HOWARD BEACH","03 THREE FAMILY HOMES","6","$535,000","$727,500","$752,500","$895,000","2016"
"QUEENS","HOWARD BEACH","02 TWO FAMILY HOMES","52","$255,000","$634,579","$654,750","$1,100,000","2016"
"QUEENS","HOWARD BEACH","01 ONE FAMILY HOMES","121","$201,002","$587,520","$585,000","$1,425,000","2016"
"QUEENS","HOLLISWOOD","03 THREE FAMILY HOMES","1","$682,222","$682,222","$682,222","$682,222","2016"
"QUEENS","HOLLISWOOD","02 TWO FAMILY HOMES","4","$530,000","$718,750","$697,500","$950,000","2016"
"QUEENS","HOLLISWOOD","01 ONE FAMILY HOMES","43","$350,000","$879,733","$870,000","$1,510,000","2016"
"QUEENS","HOLLIS HILLS","02 TWO FAMILY HOMES","1","$835,000","$835,000","$835,000","$835,000","2016"
"QUEENS","HOLLIS HILLS","01 ONE FAMILY HOMES","29","$660,000","$950,483","$870,000","$1,475,000","2016"
"QUEENS","HOLLIS","03 THREE FAMILY HOMES","9","$370,000","$620,442","$530,000","$968,000","2016"
"QUEENS","HOLLIS","02 TWO FAMILY HOMES","59","$219,000","$637,566","$500,000","$7,750,000","2016"
"QUEENS","HOLLIS","01 ONE FAMILY HOMES","184","$200,000","$426,450","$429,500","$948,927","2016"
"QUEENS","HILLCREST","02 TWO FAMILY HOMES","5","$533,000","$671,200","$580,000","$950,000","2016"
"QUEENS","HILLCREST","01 ONE FAMILY HOMES","24","$460,000","$628,375","$600,000","$860,000","2016"
"QUEENS","HAMMELS","03 THREE FAMILY HOMES","1","$570,000","$570,000","$570,000","$570,000","2016"
"QUEENS","HAMMELS","02 TWO FAMILY HOMES","19","$200,000","$441,922","$384,000","$670,000","2016"
"QUEENS","HAMMELS","01 ONE FAMILY HOMES","9","$240,000","$389,556","$355,000","$830,000","2016"
"QUEENS","GLENDALE","03 THREE FAMILY HOMES","9","$667,479","$833,609","$870,000","$1,055,000","2016"
"QUEENS","GLENDALE","02 TWO FAMILY HOMES","101","$225,000","$691,177","$700,000","$1,425,000","2016"
"QUEENS","GLENDALE","01 ONE FAMILY HOMES","87","$200,000","$597,946","$610,000","$995,000","2016"
"QUEENS","GLEN OAKS","03 THREE FAMILY HOMES","1","$873,000","$873,000","$873,000","$873,000","2016"
"QUEENS","GLEN OAKS","02 TWO FAMILY HOMES","4","$400,000","$909,273","$918,500","$1,400,093","2016"
"QUEENS","GLEN OAKS","01 ONE FAMILY HOMES","29","$400,000","$596,519","$580,000","$997,885","2016"
"QUEENS","FRESH MEADOWS","03 THREE FAMILY HOMES","2","$970,000","$1,180,000","$1,180,000","$1,390,000","2016"
"QUEENS","FRESH MEADOWS","02 TWO FAMILY HOMES","18","$286,000","$852,357","$920,713","$999,000","2016"
"QUEENS","FRESH MEADOWS","01 ONE FAMILY HOMES","72","$200,600","$830,375","$834,000","$1,400,000","2016"
"QUEENS","FOREST HILLS","02 TWO FAMILY HOMES","27","$200,000","$920,693","$825,000","$1,865,000","2016"
"QUEENS","FOREST HILLS","01 ONE FAMILY HOMES","123","$260,000","$1,222,817","$999,000","$3,350,000","2016"
"QUEENS","FLUSHING-SOUTH","03 THREE FAMILY HOMES","9","$497,500","$1,075,611","$1,123,000","$1,500,000","2016"
"QUEENS","FLUSHING-SOUTH","02 TWO FAMILY HOMES","67","$200,000","$820,351","$800,000","$1,629,200","2016"
"QUEENS","FLUSHING-SOUTH","01 ONE FAMILY HOMES","223","$200,000","$726,579","$710,000","$1,450,000","2016"
"QUEENS","FLUSHING-NORTH","03 THREE FAMILY HOMES","36","$345,000","$1,278,170","$1,245,000","$3,177,242","2016"
"QUEENS","FLUSHING-NORTH","02 TWO FAMILY HOMES","221","$200,000","$1,075,823","$980,000","$6,000,000","2016"
"QUEENS","FLUSHING-NORTH","01 ONE FAMILY HOMES","484","$200,000","$830,278","$800,000","$2,400,000","2016"
"QUEENS","FLORAL PARK","03 THREE FAMILY HOMES","2","$810,000","$817,500","$817,500","$825,000","2016"
"QUEENS","FLORAL PARK","02 TWO FAMILY HOMES","2","$640,000","$745,000","$745,000","$850,000","2016"
"QUEENS","FLORAL PARK","01 ONE FAMILY HOMES","117","$230,000","$586,649","$579,000","$1,250,000","2016"
"QUEENS","FAR ROCKAWAY","03 THREE FAMILY HOMES","25","$235,000","$449,013","$410,000","$888,744","2016"
"QUEENS","FAR ROCKAWAY","02 TWO FAMILY HOMES","81","$200,000","$428,155","$421,400","$825,000","2016"
"QUEENS","FAR ROCKAWAY","01 ONE FAMILY HOMES","75","$200,000","$523,860","$435,000","$1,400,000","2016"
"QUEENS","ELMHURST","03 THREE FAMILY HOMES","49","$230,000","$1,024,239","$999,000","$1,475,000","2016"
"QUEENS","ELMHURST","02 TWO FAMILY HOMES","83","$333,000","$919,942","$850,000","$4,150,000","2016"
"QUEENS","ELMHURST","01 ONE FAMILY HOMES","68","$350,000","$735,570","$745,000","$1,200,000","2016"
"QUEENS","EAST ELMHURST","03 THREE FAMILY HOMES","16","$325,000","$774,913","$739,500","$1,221,900","2016"
"QUEENS","EAST ELMHURST","02 TWO FAMILY HOMES","84","$200,000","$680,765","$706,033","$1,294,000","2016"
"QUEENS","EAST ELMHURST","01 ONE FAMILY HOMES","50","$240,000","$534,666","$547,000","$1,100,000","2016"
"QUEENS","DOUGLASTON","03 THREE FAMILY HOMES","1","$1,150,000","$1,150,000","$1,150,000","$1,150,000","2016"
"QUEENS","DOUGLASTON","02 TWO FAMILY HOMES","8","$880,000","$986,250","$950,000","$1,150,000","2016"
"QUEENS","DOUGLASTON","01 ONE FAMILY HOMES","67","$300,000","$1,065,365","$950,000","$2,650,000","2016"
"QUEENS","CORONA","03 THREE FAMILY HOMES","92","$345,000","$904,110","$930,849","$1,600,000","2016"
"QUEENS","CORONA","02 TWO FAMILY HOMES","102","$225,000","$782,329","$800,000","$1,660,000","2016"
"QUEENS","CORONA","01 ONE FAMILY HOMES","32","$220,000","$682,044","$650,000","$1,700,000","2016"
"QUEENS","COLLEGE POINT","03 THREE FAMILY HOMES","12","$201,400","$896,544","$944,000","$1,247,000","2016"
"QUEENS","COLLEGE POINT","02 TWO FAMILY HOMES","115","$200,000","$798,593","$800,000","$1,280,000","2016"
"QUEENS","COLLEGE POINT","01 ONE FAMILY HOMES","86","$250,000","$642,324","$639,000","$1,450,000","2016"
"QUEENS","CAMBRIA HEIGHTS","02 TWO FAMILY HOMES","15","$267,800","$441,907","$463,000","$610,000","2016"
"QUEENS","CAMBRIA HEIGHTS","01 ONE FAMILY HOMES","92","$200,000","$389,441","$395,000","$750,000","2016"
"QUEENS","BROAD CHANNEL","02 TWO FAMILY HOMES","3","$265,000","$403,333","$410,000","$535,000","2016"
"QUEENS","BROAD CHANNEL","01 ONE FAMILY HOMES","24","$206,000","$368,567","$360,000","$760,000","2016"
"QUEENS","BRIARWOOD","03 THREE FAMILY HOMES","8","$570,000","$830,000","$735,000","$1,350,000","2016"
"QUEENS","BRIARWOOD","02 TWO FAMILY HOMES","5","$495,000","$715,000","$725,000","$875,000","2016"
"QUEENS","BRIARWOOD","01 ONE FAMILY HOMES","17","$304,000","$638,824","$600,000","$1,100,000","2016"
"QUEENS","BELLEROSE","03 THREE FAMILY HOMES","1","$750,000","$750,000","$750,000","$750,000","2016"
"QUEENS","BELLEROSE","02 TWO FAMILY HOMES","32","$360,000","$589,207","$550,000","$935,000","2016"
"QUEENS","BELLEROSE","01 ONE FAMILY HOMES","116","$200,000","$534,688","$537,500","$1,300,000","2016"
"QUEENS","BELLE HARBOR","03 THREE FAMILY HOMES","2","$772,500","$783,750","$783,750","$795,000","2016"
"QUEENS","BELLE HARBOR","02 TWO FAMILY HOMES","20","$367,195","$720,195","$748,500","$999,999","2016"
"QUEENS","BELLE HARBOR","01 ONE FAMILY HOMES","34","$263,000","$784,096","$757,500","$1,400,000","2016"
"QUEENS","BEECHHURST","03 THREE FAMILY HOMES","1","$700,000","$700,000","$700,000","$700,000","2016"
"QUEENS","BEECHHURST","01 ONE FAMILY HOMES","47","$250,000","$972,943","$875,000","$2,250,000","2016"
"QUEENS","BAYSIDE","03 THREE FAMILY HOMES","18","$483,333","$1,077,346","$1,095,000","$1,500,000","2016"
"QUEENS","BAYSIDE","02 TWO FAMILY HOMES","97","$200,000","$999,512","$975,000","$1,650,000","2016"
"QUEENS","BAYSIDE","01 ONE FAMILY HOMES","287","$215,000","$812,673","$795,000","$2,300,000","2016"
"QUEENS","ASTORIA","03 THREE FAMILY HOMES","46","$215,000","$1,132,075","$1,175,000","$2,300,000","2016"
"QUEENS","ASTORIA","02 TWO FAMILY HOMES","117","$234,000","$1,045,166","$995,000","$3,000,000","2016"
"QUEENS","ASTORIA","01 ONE FAMILY HOMES","41","$230,000","$917,399","$900,000","$1,950,000","2016"
"QUEENS","ARVERNE","03 THREE FAMILY HOMES","8","$202,000","$403,418","$387,500","$823,647","2016"
"QUEENS","ARVERNE","02 TWO FAMILY HOMES","100","$200,000","$574,753","$604,850","$1,221,900","2016"
"QUEENS","ARVERNE","01 ONE FAMILY HOMES","29","$201,820","$360,370","$310,000","$1,120,075","2016"
"QUEENS","AIRPORT LA GUARDIA","03 THREE FAMILY HOMES","2","$470,000","$705,000","$705,000","$940,000","2016"
"QUEENS","AIRPORT LA GUARDIA","01 ONE FAMILY HOMES","2","$275,500","$467,750","$467,750","$660,000","2016"
"BROOKLYN","WYCKOFF HEIGHTS","03 THREE FAMILY HOMES","14","$500,000","$1,116,714","$1,200,000","$1,600,000","2016"
"BROOKLYN","WYCKOFF HEIGHTS","02 TWO FAMILY HOMES","10","$416,000","$941,700","$974,500","$1,700,000","2016"
"BROOKLYN","WYCKOFF HEIGHTS","01 ONE FAMILY HOMES","1","$670,000","$670,000","$670,000","$670,000","2016"
"BROOKLYN","WINDSOR TERRACE","03 THREE FAMILY HOMES","7","$453,596","$1,721,228","$1,570,000","$2,600,000","2016"
"BROOKLYN","WINDSOR TERRACE","02 TWO FAMILY HOMES","28","$600,000","$1,420,909","$1,400,000","$2,250,000","2016"
"BROOKLYN","WINDSOR TERRACE","01 ONE FAMILY HOMES","6","$1,125,000","$1,653,100","$1,555,000","$2,433,600","2016"
"BROOKLYN","WILLIAMSBURG-SOUTH","03 THREE FAMILY HOMES","6","$760,000","$2,514,167","$2,587,500","$3,600,000","2016"
"BROOKLYN","WILLIAMSBURG-SOUTH","02 TWO FAMILY HOMES","7","$289,000","$1,373,429","$1,500,000","$2,000,000","2016"
"BROOKLYN","WILLIAMSBURG-SOUTH","01 ONE FAMILY HOMES","7","$1,955,040","$3,202,685","$3,100,000","$4,582,125","2016"
"BROOKLYN","WILLIAMSBURG-NORTH","03 THREE FAMILY HOMES","8","$985,000","$2,915,000","$2,262,500","$7,200,000","2016"
"BROOKLYN","WILLIAMSBURG-NORTH","02 TWO FAMILY HOMES","6","$900,000","$3,638,500","$2,100,000","$13,181,000","2016"
"BROOKLYN","WILLIAMSBURG-NORTH","01 ONE FAMILY HOMES","4","$1,100,000","$3,725,000","$2,525,000","$8,750,000","2016"
"BROOKLYN","WILLIAMSBURG-EAST","03 THREE FAMILY HOMES","11","$995,000","$2,182,982","$2,075,000","$3,800,000","2016"
"BROOKLYN","WILLIAMSBURG-EAST","02 TWO FAMILY HOMES","32","$370,000","$1,629,953","$1,525,000","$5,500,000","2016"
"BROOKLYN","WILLIAMSBURG-EAST","01 ONE FAMILY HOMES","20","$325,000","$1,594,775","$1,487,500","$2,900,000","2016"
"BROOKLYN","WILLIAMSBURG-CENTRAL","03 THREE FAMILY HOMES","10","$300,000","$776,351","$700,930","$1,430,000","2016"
"BROOKLYN","WILLIAMSBURG-CENTRAL","02 TWO FAMILY HOMES","3","$800,000","$1,466,667","$1,500,000","$2,100,000","2016"
"BROOKLYN","SUNSET PARK","03 THREE FAMILY HOMES","45","$269,851","$1,088,464","$990,000","$3,100,000","2016"
"BROOKLYN","SUNSET PARK","02 TWO FAMILY HOMES","116","$350,000","$1,174,973","$1,150,000","$3,000,000","2016"
"BROOKLYN","SUNSET PARK","01 ONE FAMILY HOMES","12","$350,000","$1,044,306","$922,500","$2,075,000","2016"
"BROOKLYN","SHEEPSHEAD BAY","03 THREE FAMILY HOMES","18","$400,000","$886,972","$871,000","$1,500,000","2016"
"BROOKLYN","SHEEPSHEAD BAY","02 TWO FAMILY HOMES","130","$275,000","$787,250","$775,000","$1,700,000","2016"
"BROOKLYN","SHEEPSHEAD BAY","01 ONE FAMILY HOMES","81","$240,000","$666,231","$658,000","$1,480,000","2016"
"BROOKLYN","SEAGATE","03 THREE FAMILY HOMES","2","$635,520","$697,760","$697,760","$760,000","2016"
"BROOKLYN","SEAGATE","02 TWO FAMILY HOMES","13","$300,000","$598,853","$635,000","$834,965","2016"
"BROOKLYN","SEAGATE","01 ONE FAMILY HOMES","14","$250,000","$477,482","$457,750","$725,000","2016"
"BROOKLYN","RED HOOK","03 THREE FAMILY HOMES","2","$540,000","$1,117,500","$1,117,500","$1,695,000","2016"
"BROOKLYN","RED HOOK","02 TWO FAMILY HOMES","12","$580,000","$1,467,917","$1,550,000","$2,265,000","2016"
"BROOKLYN","RED HOOK","01 ONE FAMILY HOMES","4","$1,215,000","$1,858,797","$1,710,000","$2,800,187","2016"
"BROOKLYN","PROSPECT HEIGHTS","03 THREE FAMILY HOMES","2","$3,710,000","$3,780,000","$3,780,000","$3,850,000","2016"
"BROOKLYN","PROSPECT HEIGHTS","02 TWO FAMILY HOMES","14","$1,610,000","$2,608,429","$2,465,000","$4,200,000","2016"
"BROOKLYN","PROSPECT HEIGHTS","01 ONE FAMILY HOMES","3","$2,165,000","$2,955,000","$3,300,000","$3,400,000","2016"
"BROOKLYN","PARK SLOPE SOUTH","03 THREE FAMILY HOMES","6","$549,000","$5,271,500","$1,740,000","$19,875,000","2016"
"BROOKLYN","PARK SLOPE SOUTH","02 TWO FAMILY HOMES","31","$330,015","$1,763,312","$1,650,000","$3,258,400","2016"
"BROOKLYN","PARK SLOPE SOUTH","01 ONE FAMILY HOMES","14","$412,870","$1,777,878","$1,433,714","$4,000,000","2016"
"BROOKLYN","PARK SLOPE","03 THREE FAMILY HOMES","26","$816,666","$2,630,811","$2,425,000","$5,700,000","2016"
"BROOKLYN","PARK SLOPE","02 TWO FAMILY HOMES","38","$404,000","$2,871,369","$3,120,750","$4,100,000","2016"
"BROOKLYN","PARK SLOPE","01 ONE FAMILY HOMES","11","$1,915,000","$4,381,193","$4,800,000","$7,500,000","2016"
"BROOKLYN","OLD MILL BASIN","03 THREE FAMILY HOMES","7","$320,000","$625,714","$685,000","$855,000","2016"
"BROOKLYN","OLD MILL BASIN","02 TWO FAMILY HOMES","42","$265,000","$539,499","$534,000","$980,000","2016"
"BROOKLYN","OLD MILL BASIN","01 ONE FAMILY HOMES","100","$205,000","$451,733","$440,000","$890,000","2016"
"BROOKLYN","OCEAN PARKWAY-SOUTH","03 THREE FAMILY HOMES","17","$350,000","$1,099,100","$1,200,000","$1,550,000","2016"
"BROOKLYN","OCEAN PARKWAY-SOUTH","02 TWO FAMILY HOMES","66","$300,000","$1,206,506","$932,500","$5,350,000","2016"
"BROOKLYN","OCEAN PARKWAY-SOUTH","01 ONE FAMILY HOMES","34","$290,000","$1,869,503","$1,112,500","$11,360,000","2016"
"BROOKLYN","OCEAN PARKWAY-NORTH","03 THREE FAMILY HOMES","15","$400,000","$1,309,000","$1,260,000","$3,225,000","2016"
"BROOKLYN","OCEAN PARKWAY-NORTH","02 TWO FAMILY HOMES","72","$325,000","$1,221,875","$1,100,000","$3,450,000","2016"
"BROOKLYN","OCEAN PARKWAY-NORTH","01 ONE FAMILY HOMES","91","$300,000","$1,292,362","$980,000","$7,000,000","2016"
"BROOKLYN","OCEAN HILL","03 THREE FAMILY HOMES","62","$245,000","$824,711","$742,007","$1,735,000","2016"
"BROOKLYN","OCEAN HILL","02 TWO FAMILY HOMES","105","$205,000","$747,202","$730,000","$1,549,000","2016"
"BROOKLYN","OCEAN HILL","01 ONE FAMILY HOMES","19","$235,800","$685,271","$730,000","$1,260,000","2016"
"BROOKLYN","NAVY YARD","02 TWO FAMILY HOMES","3","$875,000","$1,400,000","$1,275,000","$2,050,000","2016"
"BROOKLYN","NAVY YARD","01 ONE FAMILY HOMES","10","$1,942,565","$2,036,684","$2,013,651","$2,138,325","2016"
"BROOKLYN","MILL BASIN","02 TWO FAMILY HOMES","32","$328,730","$816,218","$790,000","$1,500,000","2016"
"BROOKLYN","MILL BASIN","01 ONE FAMILY HOMES","71","$450,000","$985,109","$920,000","$2,000,000","2016"
"BROOKLYN","MIDWOOD","03 THREE FAMILY HOMES","17","$298,333","$968,300","$960,000","$2,000,000","2016"
"BROOKLYN","MIDWOOD","02 TWO FAMILY HOMES","50","$200,000","$1,034,444","$937,000","$3,090,000","2016"
"BROOKLYN","MIDWOOD","01 ONE FAMILY HOMES","107","$200,000","$1,053,492","$900,000","$6,750,000","2016"
"BROOKLYN","MARINE PARK","03 THREE FAMILY HOMES","4","$585,000","$805,000","$842,500","$949,999","2016"
"BROOKLYN","MARINE PARK","02 TWO FAMILY HOMES","54","$228,500","$661,737","$660,000","$980,000","2016"
"BROOKLYN","MARINE PARK","01 ONE FAMILY HOMES","182","$250,000","$607,236","$607,500","$1,445,000","2016"
"BROOKLYN","MANHATTAN BEACH","02 TWO FAMILY HOMES","10","$559,523","$1,346,652","$1,167,500","$3,200,000","2016"
"BROOKLYN","MANHATTAN BEACH","01 ONE FAMILY HOMES","29","$285,000","$1,263,290","$1,260,000","$2,267,500","2016"
"BROOKLYN","MADISON","03 THREE FAMILY HOMES","3","$855,000","$988,333","$910,000","$1,200,000","2016"
"BROOKLYN","MADISON","02 TWO FAMILY HOMES","49","$250,000","$888,314","$853,000","$1,850,000","2016"
"BROOKLYN","MADISON","01 ONE FAMILY HOMES","85","$325,000","$814,519","$775,000","$1,860,000","2016"
"BROOKLYN","KENSINGTON","03 THREE FAMILY HOMES","2","$583,333","$916,667","$916,667","$1,250,000","2016"
"BROOKLYN","KENSINGTON","02 TWO FAMILY HOMES","18","$262,454","$988,303","$992,000","$2,075,000","2016"
"BROOKLYN","KENSINGTON","01 ONE FAMILY HOMES","12","$480,000","$1,075,125","$1,130,000","$1,447,000","2016"
"BROOKLYN","GREENPOINT","03 THREE FAMILY HOMES","23","$689,000","$1,785,435","$1,800,000","$2,600,000","2016"
"BROOKLYN","GREENPOINT","02 TWO FAMILY HOMES","26","$508,000","$2,013,564","$1,832,500","$4,470,000","2016"
"BROOKLYN","GREENPOINT","01 ONE FAMILY HOMES","4","$920,000","$1,249,000","$1,275,000","$1,526,000","2016"
"BROOKLYN","GRAVESEND","03 THREE FAMILY HOMES","44","$300,000","$1,090,310","$1,130,375","$1,650,000","2016"
"BROOKLYN","GRAVESEND","02 TWO FAMILY HOMES","128","$207,000","$892,999","$912,500","$1,550,000","2016"
"BROOKLYN","GRAVESEND","01 ONE FAMILY HOMES","53","$269,000","$730,226","$730,000","$1,520,000","2016"
"BROOKLYN","GOWANUS","03 THREE FAMILY HOMES","10","$960,000","$1,860,000","$1,525,000","$3,500,000","2016"
"BROOKLYN","GOWANUS","02 TWO FAMILY HOMES","16","$725,000","$1,585,335","$1,432,500","$3,775,000","2016"
"BROOKLYN","GOWANUS","01 ONE FAMILY HOMES","8","$634,636","$1,855,362","$1,252,500","$3,920,262","2016"
"BROOKLYN","GERRITSEN BEACH","02 TWO FAMILY HOMES","8","$415,000","$508,375","$515,000","$625,000","2016"
"BROOKLYN","GERRITSEN BEACH","01 ONE FAMILY HOMES","75","$200,000","$422,778","$425,000","$737,500","2016"
"BROOKLYN","FORT GREENE","03 THREE FAMILY HOMES","11","$501,000","$2,123,757","$2,250,000","$3,972,100","2016"
"BROOKLYN","FORT GREENE","02 TWO FAMILY HOMES","15","$998,000","$2,663,506","$2,500,000","$4,775,000","2016"
"BROOKLYN","FORT GREENE","01 ONE FAMILY HOMES","5","$395,000","$1,914,614","$1,750,000","$3,717,700","2016"
"BROOKLYN","FLATLANDS","03 THREE FAMILY HOMES","3","$300,000","$549,667","$620,000","$729,000","2016"
"BROOKLYN","FLATLANDS","02 TWO FAMILY HOMES","55","$227,500","$502,893","$510,056","$722,000","2016"
"BROOKLYN","FLATLANDS","01 ONE FAMILY HOMES","49","$260,000","$466,287","$450,000","$805,000","2016"
"BROOKLYN","FLATBUSH-NORTH","03 THREE FAMILY HOMES","16","$374,000","$683,252","$546,000","$1,494,537","2016"
"BROOKLYN","FLATBUSH-NORTH","02 TWO FAMILY HOMES","55","$200,000","$629,169","$550,000","$1,940,000","2016"
"BROOKLYN","FLATBUSH-NORTH","01 ONE FAMILY HOMES","43","$201,303","$507,522","$463,224","$1,600,000","2016"
"BROOKLYN","FLATBUSH-LEFFERTS GARDEN","03 THREE FAMILY HOMES","9","$900,000","$1,562,778","$1,550,000","$2,645,000","2016"
"BROOKLYN","FLATBUSH-LEFFERTS GARDEN","02 TWO FAMILY HOMES","38","$350,000","$1,177,292","$1,210,000","$1,770,000","2016"
"BROOKLYN","FLATBUSH-LEFFERTS GARDEN","01 ONE FAMILY HOMES","23","$700,000","$1,585,500","$1,550,000","$2,400,000","2016"
"BROOKLYN","FLATBUSH-EAST","03 THREE FAMILY HOMES","45","$250,000","$558,149","$550,000","$999,000","2016"
"BROOKLYN","FLATBUSH-EAST","02 TWO FAMILY HOMES","154","$200,000","$564,794","$549,500","$1,600,000","2016"
"BROOKLYN","FLATBUSH-EAST","01 ONE FAMILY HOMES","170","$215,000","$496,390","$472,500","$1,675,000","2016"
"BROOKLYN","FLATBUSH-CENTRAL","03 THREE FAMILY HOMES","25","$260,000","$864,098","$880,000","$1,710,000","2016"
"BROOKLYN","FLATBUSH-CENTRAL","02 TWO FAMILY HOMES","71","$220,000","$922,442","$799,000","$2,637,500","2016"
"BROOKLYN","FLATBUSH-CENTRAL","01 ONE FAMILY HOMES","61","$230,000","$1,252,269","$1,075,000","$4,000,000","2016"
"BROOKLYN","EAST NEW YORK","03 THREE FAMILY HOMES","96","$250,000","$520,979","$522,460","$789,000","2016"
"BROOKLYN","EAST NEW YORK","02 TWO FAMILY HOMES","267","$200,000","$496,045","$499,500","$866,710","2016"
"BROOKLYN","EAST NEW YORK","01 ONE FAMILY HOMES","87","$205,000","$394,742","$375,000","$1,525,000","2016"
"BROOKLYN","DYKER HEIGHTS","03 THREE FAMILY HOMES","20","$800,000","$1,233,544","$1,200,000","$1,760,000","2016"
"BROOKLYN","DYKER HEIGHTS","02 TWO FAMILY HOMES","64","$300,000","$1,072,440","$1,111,500","$1,439,000","2016"
"BROOKLYN","DYKER HEIGHTS","01 ONE FAMILY HOMES","62","$425,000","$878,600","$840,000","$2,000,000","2016"
"BROOKLYN","DOWNTOWN-METROTECH","03 THREE FAMILY HOMES","1","$2,100,000","$2,100,000","$2,100,000","$2,100,000","2016"
"BROOKLYN","DOWNTOWN-FULTON MALL","02 TWO FAMILY HOMES","2","$2,000,000","$3,100,000","$3,100,000","$4,200,000","2016"
"BROOKLYN","DOWNTOWN-FULTON MALL","01 ONE FAMILY HOMES","2","$4,022,087","$4,078,544","$4,078,544","$4,135,000","2016"
"BROOKLYN","DOWNTOWN-FULTON FERRY","02 TWO FAMILY HOMES","1","$2,795,000","$2,795,000","$2,795,000","$2,795,000","2016"
"BROOKLYN","CYPRESS HILLS","03 THREE FAMILY HOMES","42","$245,000","$548,679","$549,000","$900,000","2016"
"BROOKLYN","CYPRESS HILLS","02 TWO FAMILY HOMES","112","$212,000","$516,751","$555,000","$915,000","2016"
"BROOKLYN","CYPRESS HILLS","01 ONE FAMILY HOMES","37","$230,000","$452,057","$450,000","$1,126,955","2016"
"BROOKLYN","CROWN HEIGHTS","03 THREE FAMILY HOMES","53","$350,000","$1,094,083","$1,050,000","$2,000,000","2016"
"BROOKLYN","CROWN HEIGHTS","02 TWO FAMILY HOMES","144","$223,750","$1,136,560","$995,000","$7,463,514","2016"
"BROOKLYN","CROWN HEIGHTS","01 ONE FAMILY HOMES","45","$254,205","$1,116,112","$1,100,000","$2,600,000","2016"
"BROOKLYN","CONEY ISLAND","03 THREE FAMILY HOMES","2","$255,000","$290,000","$290,000","$325,000","2016"
"BROOKLYN","CONEY ISLAND","02 TWO FAMILY HOMES","6","$350,000","$619,167","$507,500","$1,200,000","2016"
"BROOKLYN","CONEY ISLAND","01 ONE FAMILY HOMES","31","$240,000","$478,139","$490,000","$570,000","2016"
"BROOKLYN","COBBLE HILL-WEST","03 THREE FAMILY HOMES","3","$1,050,000","$1,700,000","$1,550,000","$2,500,000","2016"
