"BOROUGH","NEIGHBORHOOD","TYPE OF HOME","NUMBER OF SALES","LOWEST SALE PRICE","AVERAGE SALE PRICE","MEDIAN SALE PRICE","HIGHEST SALE PRICE","YEAR"
"BRONX","SCHUYLERVILLE/PELHAM BAY","01-ONE FAMILY DWELLINGS","60","$370,000","$572,567","$580,000","$838,000","2021"
"BRONX","RIVERDALE","03-THREE FAMILY DWELLINGS","10","$450,000","$1,153,213","$1,235,000","$1,384,565","2021"
"BRONX","RIVERDALE","02-TWO FAMILY DWELLINGS","16","$360,749","$880,354","$882,500","$1,235,000","2021"
"BRONX","RIVERDALE","01-ONE FAMILY DWELLINGS","58","$541,000","$1,244,480","$922,500","$6,100,000","2021"
"BRONX","PELHAM PARKWAY SOUTH","03-THREE FAMILY DWELLINGS","3","$710,000","$789,667","$799,000","$860,000","2021"
"BRONX","PELHAM PARKWAY SOUTH","02-TWO FAMILY DWELLINGS","25","$475,000","$770,932","$785,000","$995,000","2021"
"BRONX","PELHAM PARKWAY SOUTH","01-ONE FAMILY DWELLINGS","21","$355,000","$673,214","$670,000","$1,045,000","2021"
"BRONX","PELHAM PARKWAY NORTH","03-THREE FAMILY DWELLINGS","3","$855,000","$986,333","$980,000","$1,124,000","2021"
"BRONX","PELHAM PARKWAY NORTH","02-TWO FAMILY DWELLINGS","33","$325,000","$681,605","$700,000","$990,000","2021"
"BRONX","PELHAM PARKWAY NORTH","01-ONE FAMILY DWELLINGS","48","$335,000","$608,114","$624,500","$875,000","2021"
"BRONX","PELHAM GARDENS","03-THREE FAMILY DWELLINGS","1","$960,000","$960,000","$960,000","$960,000","2021"
"BRONX","PELHAM GARDENS","02-TWO FAMILY DWELLINGS","13","$584,100","$833,392","$800,000","$1,150,000","2021"
"BRONX","PELHAM GARDENS","01-ONE FAMILY DWELLINGS","29","$480,000","$681,600","$629,000","$1,100,000","2021"
"BRONX","PARKCHESTER","03-THREE FAMILY DWELLINGS","12","$485,000","$730,375","$716,500","$995,000","2021"
"BRONX","PARKCHESTER","02-TWO FAMILY DWELLINGS","30","$361,000","$621,666","$600,000","$990,000","2021"
"BRONX","PARKCHESTER","01-ONE FAMILY DWELLINGS","6","$441,666","$592,498","$557,495","$883,332","2021"
"BRONX","MOUNT HOPE/MOUNT EDEN","03-THREE FAMILY DWELLINGS","11","$516,667","$916,970","$805,000","$1,900,000","2021"
"BRONX","MOUNT HOPE/MOUNT EDEN","02-TWO FAMILY DWELLINGS","14","$415,000","$883,713","$778,000","$2,025,000","2021"
"BRONX","MOUNT HOPE/MOUNT EDEN","01-ONE FAMILY DWELLINGS","3","$665,000","$1,092,500","$1,012,500","$1,600,000","2021"
"BRONX","MOTT HAVEN/PORT MORRIS","03-THREE FAMILY DWELLINGS","4","$500,000","$823,750","$900,000","$995,000","2021"
"BRONX","MOTT HAVEN/PORT MORRIS","02-TWO FAMILY DWELLINGS","15","$325,000","$778,600","$780,000","$1,125,000","2021"
"BRONX","MOTT HAVEN/PORT MORRIS","01-ONE FAMILY DWELLINGS","17","$323,100","$701,476","$680,000","$1,200,000","2021"
"BRONX","MORRISANIA/LONGWOOD","03-THREE FAMILY DWELLINGS","29","$400,000","$806,277","$856,000","$1,045,000","2021"
"BRONX","MORRISANIA/LONGWOOD","02-TWO FAMILY DWELLINGS","35","$250,000","$637,760","$707,000","$885,000","2021"
"BRONX","MORRISANIA/LONGWOOD","01-ONE FAMILY DWELLINGS","25","$200,000","$496,431","$449,000","$2,106,825","2021"
"BRONX","MORRIS PARK/VAN NEST","03-THREE FAMILY DWELLINGS","27","$200,000","$794,639","$820,000","$1,047,000","2021"
"BRONX","MORRIS PARK/VAN NEST","02-TWO FAMILY DWELLINGS","112","$233,220","$707,355","$720,000","$999,000","2021"
"BRONX","MORRIS PARK/VAN NEST","01-ONE FAMILY DWELLINGS","59","$350,000","$612,388","$607,000","$1,200,000","2021"
"BRONX","MELROSE/CONCOURSE","03-THREE FAMILY DWELLINGS","17","$294,060","$759,874","$708,000","$1,550,000","2021"
"BRONX","MELROSE/CONCOURSE","02-TWO FAMILY DWELLINGS","15","$380,000","$715,500","$625,000","$1,500,000","2021"
"BRONX","MELROSE/CONCOURSE","01-ONE FAMILY DWELLINGS","3","$280,000","$418,333","$405,000","$570,000","2021"
"BRONX","KINGSBRIDGE/JEROME PARK","03-THREE FAMILY DWELLINGS","8","$225,000","$719,375","$735,000","$1,400,000","2021"
"BRONX","KINGSBRIDGE/JEROME PARK","02-TWO FAMILY DWELLINGS","16","$280,000","$764,187","$800,000","$1,100,000","2021"
"BRONX","KINGSBRIDGE/JEROME PARK","01-ONE FAMILY DWELLINGS","27","$465,000","$819,435","$725,000","$2,850,000","2021"
"BRONX","KINGSBRIDGE HTS/UNIV HTS","03-THREE FAMILY DWELLINGS","5","$599,000","$1,358,800","$1,800,000","$1,800,000","2021"
"BRONX","KINGSBRIDGE HTS/UNIV HTS","02-TWO FAMILY DWELLINGS","13","$325,000","$610,538","$685,000","$850,000","2021"
"BRONX","KINGSBRIDGE HTS/UNIV HTS","01-ONE FAMILY DWELLINGS","14","$300,000","$574,143","$549,500","$950,000","2021"
"BRONX","HUNTS POINT","03-THREE FAMILY DWELLINGS","4","$230,000","$438,750","$437,500","$650,000","2021"
"BRONX","HUNTS POINT","02-TWO FAMILY DWELLINGS","4","$347,094","$498,024","$487,500","$670,000","2021"
"BRONX","HIGHBRIDGE/MORRIS HEIGHTS","03-THREE FAMILY DWELLINGS","9","$475,000","$766,111","$800,000","$975,000","2021"
"BRONX","HIGHBRIDGE/MORRIS HEIGHTS","02-TWO FAMILY DWELLINGS","28","$350,000","$790,120","$720,400","$2,500,000","2021"
"BRONX","HIGHBRIDGE/MORRIS HEIGHTS","01-ONE FAMILY DWELLINGS","9","$550,000","$972,222","$900,000","$2,250,000","2021"
"BRONX","FORDHAM","03-THREE FAMILY DWELLINGS","3","$700,000","$783,333","$700,000","$950,000","2021"
"BRONX","FORDHAM","02-TWO FAMILY DWELLINGS","11","$489,000","$916,727","$710,000","$1,900,000","2021"
"BRONX","FORDHAM","01-ONE FAMILY DWELLINGS","3","$400,000","$475,000","$495,000","$530,000","2021"
"BRONX","FIELDSTON","01-ONE FAMILY DWELLINGS","22","$998,000","$2,101,784","$1,700,000","$4,675,000","2021"
"BRONX","EAST TREMONT","03-THREE FAMILY DWELLINGS","17","$275,000","$758,765","$826,000","$999,999","2021"
"BRONX","EAST TREMONT","02-TWO FAMILY DWELLINGS","19","$250,000","$730,574","$755,000","$1,640,000","2021"
"BRONX","EAST TREMONT","01-ONE FAMILY DWELLINGS","13","$208,500","$467,845","$530,000","$647,000","2021"
"BRONX","CROTONA PARK","03-THREE FAMILY DWELLINGS","6","$391,063","$722,844","$757,551","$995,000","2021"
"BRONX","CROTONA PARK","02-TWO FAMILY DWELLINGS","17","$375,000","$628,526","$645,000","$840,000","2021"
"BRONX","CROTONA PARK","01-ONE FAMILY DWELLINGS","6","$250,000","$550,833","$652,500","$730,000","2021"
"BRONX","COUNTRY CLUB","03-THREE FAMILY DWELLINGS","8","$640,000","$991,000","$1,024,000","$1,300,000","2021"
"BRONX","COUNTRY CLUB","02-TWO FAMILY DWELLINGS","51","$335,000","$891,028","$870,000","$1,552,831","2021"
"BRONX","COUNTRY CLUB","01-ONE FAMILY DWELLINGS","87","$256,173","$617,236","$620,000","$1,375,000","2021"
"BRONX","CITY ISLAND-PELHAM STRIP","01-ONE FAMILY DWELLINGS","4","$500,000","$1,771,750","$1,481,000","$3,625,000","2021"
"BRONX","CITY ISLAND","03-THREE FAMILY DWELLINGS","2","$850,000","$862,500","$862,500","$875,000","2021"
"BRONX","CITY ISLAND","02-TWO FAMILY DWELLINGS","16","$338,075","$680,380","$643,000","$1,188,000","2021"
"BRONX","CITY ISLAND","01-ONE FAMILY DWELLINGS","32","$200,000","$558,634","$542,000","$1,200,000","2021"
"BRONX","CASTLE HILL/UNIONPORT","03-THREE FAMILY DWELLINGS","17","$400,000","$794,024","$830,000","$1,100,000","2021"
"BRONX","CASTLE HILL/UNIONPORT","02-TWO FAMILY DWELLINGS","54","$350,000","$705,770","$680,000","$975,000","2021"
"BRONX","CASTLE HILL/UNIONPORT","01-ONE FAMILY DWELLINGS","22","$285,300","$557,332","$577,500","$700,000","2021"
"BRONX","BRONXDALE","03-THREE FAMILY DWELLINGS","14","$410,000","$787,357","$846,500","$970,000","2021"
"BRONX","BRONXDALE","02-TWO FAMILY DWELLINGS","53","$275,000","$691,415","$659,000","$1,600,000","2021"
"BRONX","BRONXDALE","01-ONE FAMILY DWELLINGS","62","$228,000","$513,174","$501,750","$850,000","2021"
"BRONX","BRONX PARK","02-TWO FAMILY DWELLINGS","1","$800,000","$800,000","$800,000","$800,000","2021"
"BRONX","BELMONT","03-THREE FAMILY DWELLINGS","4","$760,000","$1,013,750","$1,000,000","$1,295,000","2021"
"BRONX","BELMONT","02-TWO FAMILY DWELLINGS","10","$560,000","$684,889","$667,500","$899,000","2021"
"BRONX","BELMONT","01-ONE FAMILY DWELLINGS","1","$1,600,000","$1,600,000","$1,600,000","$1,600,000","2021"
"BRONX","BEDFORD PARK/NORWOOD","03-THREE FAMILY DWELLINGS","12","$700,000","$1,122,292","$840,000","$2,765,000","2021"
"BRONX","BEDFORD PARK/NORWOOD","02-TWO FAMILY DWELLINGS","27","$470,000","$878,386","$825,000","$1,500,000","2021"
"BRONX","BEDFORD PARK/NORWOOD","01-ONE FAMILY DWELLINGS","15","$300,000","$638,617","$620,000","$1,100,000","2021"
"BRONX","BAYCHESTER","03-THREE FAMILY DWELLINGS","27","$250,000","$740,109","$785,000","$948,950","2021"
"BRONX","BAYCHESTER","02-TWO FAMILY DWELLINGS","101","$238,000","$664,787","$700,000","$990,000","2021"
"BRONX","BAYCHESTER","01-ONE FAMILY DWELLINGS","91","$205,000","$518,251","$525,000","$925,000","2021"
"BRONX","BATHGATE","03-THREE FAMILY DWELLINGS","9","$440,000","$757,111","$762,000","$920,000","2021"
"BRONX","BATHGATE","02-TWO FAMILY DWELLINGS","15","$385,000","$653,533","$675,000","$820,000","2021"
"BRONX","BATHGATE","01-ONE FAMILY DWELLINGS","4","$251,600","$471,650","$517,500","$600,000","2021"
"MANHATTAN","WASHINGTON HEIGHTS UPPER","03-THREE FAMILY DWELLINGS","2","$860,000","$955,000","$955,000","$1,050,000","2021"
"MANHATTAN","WASHINGTON HEIGHTS UPPER","02-TWO FAMILY DWELLINGS","3","$850,000","$1,416,667","$1,400,000","$2,000,000","2021"
"MANHATTAN","WASHINGTON HEIGHTS LOWER","03-THREE FAMILY DWELLINGS","1","$5,200,000","$5,200,000","$5,200,000","$5,200,000","2021"
"MANHATTAN","WASHINGTON HEIGHTS LOWER","02-TWO FAMILY DWELLINGS","5","$450,000","$1,577,900","$1,600,000","$2,500,000","2021"
"MANHATTAN","WASHINGTON HEIGHTS LOWER","01-ONE FAMILY DWELLINGS","4","$2,300,000","$2,456,250","$2,450,000","$2,625,000","2021"
"MANHATTAN","UPPER WEST SIDE (96-116)","01-ONE FAMILY DWELLINGS","1","$15,250,000","$15,250,000","$15,250,000","$15,250,000","2021"
"MANHATTAN","UPPER WEST SIDE (79-96)","03-THREE FAMILY DWELLINGS","2","$5,975,000","$6,412,500","$6,412,500","$6,850,000","2021"
"MANHATTAN","UPPER WEST SIDE (79-96)","02-TWO FAMILY DWELLINGS","6","$4,350,000","$6,934,167","$6,650,000","$11,000,000","2021"
"MANHATTAN","UPPER WEST SIDE (79-96)","01-ONE FAMILY DWELLINGS","8","$2,775,000","$6,200,625","$6,040,000","$10,250,000","2021"
"MANHATTAN","UPPER WEST SIDE (59-79)","03-THREE FAMILY DWELLINGS","1","$3,820,000","$3,820,000","$3,820,000","$3,820,000","2021"
"MANHATTAN","UPPER WEST SIDE (59-79)","02-TWO FAMILY DWELLINGS","3","$5,800,000","$7,383,333","$5,850,000","$10,500,000","2021"
"MANHATTAN","UPPER WEST SIDE (59-79)","01-ONE FAMILY DWELLINGS","7","$6,900,000","$10,678,571","$10,750,000","$14,500,000","2021"
"MANHATTAN","UPPER EAST SIDE (79-96)","03-THREE FAMILY DWELLINGS","4","$4,000,000","$7,987,500","$8,200,000","$11,550,000","2021"
"MANHATTAN","UPPER EAST SIDE (79-96)","02-TWO FAMILY DWELLINGS","10","$495,594","$9,461,997","$10,300,000","$18,500,000","2021"
"MANHATTAN","UPPER EAST SIDE (79-96)","01-ONE FAMILY DWELLINGS","20","$3,750,000","$9,511,750","$6,462,500","$22,750,000","2021"
"MANHATTAN","UPPER EAST SIDE (59-79)","03-THREE FAMILY DWELLINGS","1","$5,350,000","$5,350,000","$5,350,000","$5,350,000","2021"
"MANHATTAN","UPPER EAST SIDE (59-79)","02-TWO FAMILY DWELLINGS","6","$1,300,000","$14,216,667","$7,900,000","$53,500,000","2021"
"MANHATTAN","UPPER EAST SIDE (59-79)","01-ONE FAMILY DWELLINGS","25","$855,000","$13,477,090","$8,750,000","$59,000,000","2021"
"MANHATTAN","TRIBECA","01-ONE FAMILY DWELLINGS","1","$5,150,000","$5,150,000","$5,150,000","$5,150,000","2021"
"MANHATTAN","SOHO","01-ONE FAMILY DWELLINGS","2","$8,700,000","$10,250,000","$10,250,000","$11,800,000","2021"
"MANHATTAN","MURRAY HILL","03-THREE FAMILY DWELLINGS","2","$3,575,000","$3,987,500","$3,987,500","$4,400,000","2021"
"MANHATTAN","MURRAY HILL","02-TWO FAMILY DWELLINGS","4","$2,900,000","$4,200,025","$3,950,050","$6,000,000","2021"
"MANHATTAN","MURRAY HILL","01-ONE FAMILY DWELLINGS","4","$2,100,000","$5,700,000","$5,850,000","$9,000,000","2021"
"MANHATTAN","MIDTOWN WEST","02-TWO FAMILY DWELLINGS","1","$3,500,000","$3,500,000","$3,500,000","$3,500,000","2021"
"MANHATTAN","MIDTOWN EAST","02-TWO FAMILY DWELLINGS","1","$5,600,000","$5,600,000","$5,600,000","$5,600,000","2021"
"MANHATTAN","MIDTOWN EAST","01-ONE FAMILY DWELLINGS","6","$3,825,000","$6,344,667","$6,571,500","$8,600,000","2021"
"MANHATTAN","MANHATTAN VALLEY","03-THREE FAMILY DWELLINGS","1","$2,890,000","$2,890,000","$2,890,000","$2,890,000","2021"
"MANHATTAN","MANHATTAN VALLEY","02-TWO FAMILY DWELLINGS","1","$3,270,000","$3,270,000","$3,270,000","$3,270,000","2021"
"MANHATTAN","MANHATTAN VALLEY","01-ONE FAMILY DWELLINGS","2","$2,500,000","$3,080,625","$3,080,625","$3,661,250","2021"
"MANHATTAN","LOWER EAST SIDE","01-ONE FAMILY DWELLINGS","1","$7,500,000","$7,500,000","$7,500,000","$7,500,000","2021"
"MANHATTAN","LITTLE ITALY","02-TWO FAMILY DWELLINGS","1","$1,800,000","$1,800,000","$1,800,000","$1,800,000","2021"
"MANHATTAN","KIPS BAY","02-TWO FAMILY DWELLINGS","2","$360,000","$3,293,030","$3,293,030","$6,226,060","2021"
"MANHATTAN","KIPS BAY","01-ONE FAMILY DWELLINGS","1","$665,000","$665,000","$665,000","$665,000","2021"
"MANHATTAN","INWOOD","02-TWO FAMILY DWELLINGS","5","$420,000","$1,124,400","$1,222,000","$1,690,000","2021"
"MANHATTAN","INWOOD","01-ONE FAMILY DWELLINGS","2","$850,000","$895,000","$895,000","$940,000","2021"
"MANHATTAN","HARLEM-UPPER","03-THREE FAMILY DWELLINGS","3","$1,539,374","$2,233,125","$2,320,000","$2,840,000","2021"
"MANHATTAN","HARLEM-UPPER","02-TWO FAMILY DWELLINGS","2","$1,200,000","$1,700,000","$1,700,000","$2,200,000","2021"
"MANHATTAN","HARLEM-UPPER","01-ONE FAMILY DWELLINGS","1","$3,150,000","$3,150,000","$3,150,000","$3,150,000","2021"
"MANHATTAN","HARLEM-EAST","03-THREE FAMILY DWELLINGS","5","$1,850,000","$2,069,000","$1,995,000","$2,500,000","2021"
"MANHATTAN","HARLEM-EAST","02-TWO FAMILY DWELLINGS","2","$500,000","$982,500","$982,500","$1,465,000","2021"
"MANHATTAN","HARLEM-CENTRAL","03-THREE FAMILY DWELLINGS","16","$1,470,000","$2,249,245","$2,300,000","$3,345,000","2021"
"MANHATTAN","HARLEM-CENTRAL","02-TWO FAMILY DWELLINGS","18","$1,650,000","$2,664,527","$2,462,500","$4,025,000","2021"
"MANHATTAN","HARLEM-CENTRAL","01-ONE FAMILY DWELLINGS","10","$304,200","$2,477,420","$2,887,500","$3,900,000","2021"
"MANHATTAN","GREENWICH VILLAGE-WEST","03-THREE FAMILY DWELLINGS","5","$6,066,000","$10,045,200","$9,310,000","$16,000,000","2021"
"MANHATTAN","GREENWICH VILLAGE-WEST","02-TWO FAMILY DWELLINGS","12","$4,200,000","$9,235,417","$8,425,000","$19,750,000","2021"
"MANHATTAN","GREENWICH VILLAGE-WEST","01-ONE FAMILY DWELLINGS","34","$487,980","$10,244,426","$8,695,000","$27,270,000","2021"
"MANHATTAN","GREENWICH VILLAGE-CENTRAL","02-TWO FAMILY DWELLINGS","1","$3,500,000","$3,500,000","$3,500,000","$3,500,000","2021"
"MANHATTAN","GREENWICH VILLAGE-CENTRAL","01-ONE FAMILY DWELLINGS","8","$4,800,000","$16,787,500","$16,800,000","$29,500,000","2021"
"MANHATTAN","GRAMERCY","03-THREE FAMILY DWELLINGS","1","$4,500,000","$4,500,000","$4,500,000","$4,500,000","2021"
"MANHATTAN","GRAMERCY","02-TWO FAMILY DWELLINGS","1","$3,500,000","$3,500,000","$3,500,000","$3,500,000","2021"
"MANHATTAN","EAST VILLAGE","03-THREE FAMILY DWELLINGS","2","$3,600,000","$5,947,500","$5,947,500","$8,295,000","2021"
"MANHATTAN","EAST VILLAGE","02-TWO FAMILY DWELLINGS","4","$4,025,000","$6,779,688","$6,550,000","$9,993,750","2021"
"MANHATTAN","CLINTON","02-TWO FAMILY DWELLINGS","1","$5,700,000","$5,700,000","$5,700,000","$5,700,000","2021"
"MANHATTAN","CHELSEA","03-THREE FAMILY DWELLINGS","3","$3,550,000","$5,233,333","$5,350,000","$6,800,000","2021"
"MANHATTAN","CHELSEA","02-TWO FAMILY DWELLINGS","2","$4,395,000","$8,447,500","$8,447,500","$12,500,000","2021"
"MANHATTAN","CHELSEA","01-ONE FAMILY DWELLINGS","6","$5,900,000","$11,062,500","$9,112,500","$22,500,000","2021"
"MANHATTAN","ALPHABET CITY","02-TWO FAMILY DWELLINGS","1","$3,025,000","$3,025,000","$3,025,000","$3,025,000","2021"
"MANHATTAN","ALPHABET CITY","01-ONE FAMILY DWELLINGS","1","$2,385,000","$2,385,000","$2,385,000","$2,385,000","2021"
"STATEN ISLAND","WOODROW","02 TWO FAMILY DWELLINGS","46","$400,000","$745,061","$693,000","$1,750,000","2020"
"STATEN ISLAND","WOODROW","01 ONE FAMILY DWELLINGS","69","$368,000","$582,575","$585,000","$1,300,000","2020"
"STATEN ISLAND","WILLOWBROOK","02 TWO FAMILY DWELLINGS","23","$253,549","$662,768","$745,000","$910,000","2020"
"STATEN ISLAND","WILLOWBROOK","01 ONE FAMILY DWELLINGS","74","$270,000","$598,064","$590,585","$1,280,000","2020"
"STATEN ISLAND","WESTERLEIGH","03 THREE FAMILY DWELLINGS","3","$675,000","$675,000","$675,000","$675,000","2020"
"STATEN ISLAND","WESTERLEIGH","02 TWO FAMILY DWELLINGS","19","$275,000","$737,100","$765,000","$939,900","2020"
"STATEN ISLAND","WESTERLEIGH","01 ONE FAMILY DWELLINGS","93","$266,110","$577,107","$565,000","$1,080,000","2020"
"STATEN ISLAND","WEST NEW BRIGHTON","03 THREE FAMILY DWELLINGS","2","$335,000","$351,250","$351,250","$367,500","2020"
"STATEN ISLAND","WEST NEW BRIGHTON","02 TWO FAMILY DWELLINGS","38","$275,000","$563,648","$478,500","$950,000","2020"
"STATEN ISLAND","WEST NEW BRIGHTON","01 ONE FAMILY DWELLINGS","83","$200,000","$479,871","$455,000","$930,000","2020"
"STATEN ISLAND","TRAVIS","02 TWO FAMILY DWELLINGS","8","$410,000","$633,974","$652,500","$936,790","2020"
"STATEN ISLAND","TRAVIS","01 ONE FAMILY DWELLINGS","46","$283,920","$513,494","$520,013","$711,757","2020"
"STATEN ISLAND","TOTTENVILLE","02 TWO FAMILY DWELLINGS","59","$400,000","$823,896","$848,000","$1,300,000","2020"
"STATEN ISLAND","TOTTENVILLE","01 ONE FAMILY DWELLINGS","112","$240,000","$628,307","$588,500","$1,175,000","2020"
"STATEN ISLAND","TOMPKINSVILLE","02 TWO FAMILY DWELLINGS","4","$360,000","$565,500","$596,000","$710,000","2020"
"STATEN ISLAND","TOMPKINSVILLE","01 ONE FAMILY DWELLINGS","16","$332,000","$551,843","$444,000","$1,200,000","2020"
"STATEN ISLAND","TODT HILL","02 TWO FAMILY DWELLINGS","1","$500,000","$500,000","$500,000","$500,000","2020"
"STATEN ISLAND","TODT HILL","01 ONE FAMILY DWELLINGS","19","$500,000","$1,610,876","$1,340,000","$3,450,000","2020"
"STATEN ISLAND","SUNNYSIDE","02 TWO FAMILY DWELLINGS","10","$390,000","$705,600","$737,000","$889,000","2020"
"STATEN ISLAND","SUNNYSIDE","01 ONE FAMILY DWELLINGS","22","$332,478","$578,934","$590,000","$825,000","2020"
"STATEN ISLAND","STAPLETON-CLIFTON","02 TWO FAMILY DWELLINGS","3","$605,000","$821,442","$894,024","$965,301","2020"
"STATEN ISLAND","STAPLETON-CLIFTON","01 ONE FAMILY DWELLINGS","9","$420,000","$508,667","$518,000","$600,000","2020"
"STATEN ISLAND","STAPLETON","03 THREE FAMILY DWELLINGS","3","$495,000","$643,000","$690,000","$744,000","2020"
"STATEN ISLAND","STAPLETON","02 TWO FAMILY DWELLINGS","12","$200,000","$459,436","$409,500","$906,243","2020"
"STATEN ISLAND","STAPLETON","01 ONE FAMILY DWELLINGS","27","$200,000","$428,767","$418,000","$975,000","2020"
"STATEN ISLAND","SOUTH BEACH","03 THREE FAMILY DWELLINGS","1","$430,000","$430,000","$430,000","$430,000","2020"
"STATEN ISLAND","SOUTH BEACH","02 TWO FAMILY DWELLINGS","24","$317,500","$664,396","$678,000","$992,794","2020"
"STATEN ISLAND","SOUTH BEACH","01 ONE FAMILY DWELLINGS","96","$210,000","$555,667","$554,750","$1,110,000","2020"
"STATEN ISLAND","SILVER LAKE","02 TWO FAMILY DWELLINGS","13","$400,000","$755,222","$735,000","$1,150,000","2020"
"STATEN ISLAND","SILVER LAKE","01 ONE FAMILY DWELLINGS","23","$525,000","$748,783","$680,000","$2,110,000","2020"
"STATEN ISLAND","ROSSVILLE-RICHMOND VALLEY","02 TWO FAMILY DWELLINGS","6","$869,000","$1,037,586","$990,757","$1,425,000","2020"
"STATEN ISLAND","ROSSVILLE-RICHMOND VALLEY","01 ONE FAMILY DWELLINGS","2","$685,000","$1,042,500","$1,042,500","$1,400,000","2020"
"STATEN ISLAND","ROSSVILLE-CHARLESTON","02 TWO FAMILY DWELLINGS","7","$436,020","$585,643","$640,000","$729,000","2020"
"STATEN ISLAND","ROSSVILLE-CHARLESTON","01 ONE FAMILY DWELLINGS","17","$325,000","$641,971","$670,000","$850,000","2020"
"STATEN ISLAND","ROSSVILLE","02 TWO FAMILY DWELLINGS","19","$250,000","$738,347","$700,000","$1,200,000","2020"
"STATEN ISLAND","ROSSVILLE","01 ONE FAMILY DWELLINGS","49","$315,000","$573,314","$550,000","$965,000","2020"
"STATEN ISLAND","ROSEBANK","03 THREE FAMILY DWELLINGS","2","$780,000","$1,031,000","$1,031,000","$1,282,000","2020"
"STATEN ISLAND","ROSEBANK","02 TWO FAMILY DWELLINGS","15","$320,000","$630,036","$650,000","$933,617","2020"
"STATEN ISLAND","ROSEBANK","01 ONE FAMILY DWELLINGS","53","$300,000","$561,284","$550,000","$965,000","2020"
"STATEN ISLAND","RICHMONDTOWN-LIGHTHS HILL","01 ONE FAMILY DWELLINGS","11","$710,500","$984,351","$900,000","$1,700,000","2020"
"STATEN ISLAND","RICHMONDTOWN","02 TWO FAMILY DWELLINGS","3","$725,000","$776,000","$790,000","$813,000","2020"
"STATEN ISLAND","RICHMONDTOWN","01 ONE FAMILY DWELLINGS","48","$425,000","$810,412","$782,500","$1,300,000","2020"
"STATEN ISLAND","PRINCES BAY","02 TWO FAMILY DWELLINGS","46","$266,625","$970,267","$957,500","$1,629,200","2020"
"STATEN ISLAND","PRINCES BAY","01 ONE FAMILY DWELLINGS","48","$208,125","$709,470","$644,750","$1,815,000","2020"
"STATEN ISLAND","PORT RICHMOND","03 THREE FAMILY DWELLINGS","5","$290,000","$526,276","$510,000","$711,730","2020"
"STATEN ISLAND","PORT RICHMOND","02 TWO FAMILY DWELLINGS","35","$250,000","$499,531","$500,000","$780,000","2020"
"STATEN ISLAND","PORT RICHMOND","01 ONE FAMILY DWELLINGS","74","$200,000","$425,876","$449,500","$675,000","2020"
"STATEN ISLAND","PORT IVORY","02 TWO FAMILY DWELLINGS","12","$304,100","$574,046","$520,000","$794,235","2020"
"STATEN ISLAND","PORT IVORY","01 ONE FAMILY DWELLINGS","15","$232,500","$348,850","$345,000","$485,000","2020"
"STATEN ISLAND","PLEASANT PLAINS","02 TWO FAMILY DWELLINGS","21","$425,000","$995,872","$1,064,071","$1,501,919","2020"
"STATEN ISLAND","PLEASANT PLAINS","01 ONE FAMILY DWELLINGS","23","$407,628","$742,761","$640,000","$1,310,000","2020"
"STATEN ISLAND","OAKWOOD-BEACH","02 TWO FAMILY DWELLINGS","9","$375,000","$746,333","$810,000","$870,000","2020"
"STATEN ISLAND","OAKWOOD-BEACH","01 ONE FAMILY DWELLINGS","43","$261,105","$662,935","$630,000","$893,000","2020"
"STATEN ISLAND","ANNADALE","01 ONE FAMILY DWELLINGS","61","$237,000","$712,061","$638,000","$1,700,000","2020"
"STATEN ISLAND","OAKWOOD","02 TWO FAMILY DWELLINGS","1","$905,000","$905,000","$905,000","$905,000","2020"
"STATEN ISLAND","OAKWOOD","01 ONE FAMILY DWELLINGS","31","$212,940","$657,934","$640,000","$1,100,000","2020"
"STATEN ISLAND","NEW SPRINGVILLE","02 TWO FAMILY DWELLINGS","46","$320,000","$752,387","$752,500","$925,000","2020"
"STATEN ISLAND","NEW SPRINGVILLE","01 ONE FAMILY DWELLINGS","101","$260,000","$568,870","$595,000","$900,000","2020"
"STATEN ISLAND","NEW DORP-HEIGHTS","02 TWO FAMILY DWELLINGS","11","$475,000","$773,994","$813,000","$1,064,071","2020"
"STATEN ISLAND","NEW DORP-HEIGHTS","01 ONE FAMILY DWELLINGS","48","$350,000","$631,120","$592,500","$1,175,000","2020"
"STATEN ISLAND","NEW DORP-BEACH","02 TWO FAMILY DWELLINGS","10","$250,000","$678,748","$650,788","$960,210","2020"
"STATEN ISLAND","NEW DORP-BEACH","01 ONE FAMILY DWELLINGS","41","$200,000","$444,960","$432,000","$655,000","2020"
"STATEN ISLAND","NEW DORP","02 TWO FAMILY DWELLINGS","28","$445,000","$782,151","$785,000","$1,089,528","2020"
"STATEN ISLAND","NEW DORP","01 ONE FAMILY DWELLINGS","56","$250,000","$616,666","$626,000","$1,250,000","2020"
"STATEN ISLAND","NEW BRIGHTON-ST. GEORGE","02 TWO FAMILY DWELLINGS","1","$1,615,000","$1,615,000","$1,615,000","$1,615,000","2020"
"STATEN ISLAND","NEW BRIGHTON-ST. GEORGE","01 ONE FAMILY DWELLINGS","1","$1,300,000","$1,300,000","$1,300,000","$1,300,000","2020"
"STATEN ISLAND","NEW BRIGHTON","03 THREE FAMILY DWELLINGS","1","$750,000","$750,000","$750,000","$750,000","2020"
"STATEN ISLAND","NEW BRIGHTON","02 TWO FAMILY DWELLINGS","37","$225,000","$531,280","$480,000","$930,000","2020"
